,Unnamed: 0,name,list_date,amount,avg_price,p_pc,wom_index,title,rate,directors,actors,types,region,duration,url,release_year
54,54,祖宗十九代,2018-02-16,14573.0,35.0,26.0,7.05,祖宗十九代‎ (2018),4.3,郭德纲,岳云鹏|吴京|吴秀波|井柏然|林志玲|王宝强|大鹏|吴君如|李晨|杜淳|郑恺|欧弟|张国立|贾乃亮|张俪|马苏|萧敬腾|汪东城|于谦|黄磊|吴樾|孙艺洲|贾玲|谢依霖|孟非|郭麒麟|谢楠|王小利|张晨光|刘蓓|孙越,喜剧|奇幻,中国大陆,95.0,https://movie.douban.com/subject/27114417/,2018
55,55,神奇马戏团,2018-07-21,5108.0,34.0,8.0,6.54,神奇马戏团之动物饼干 Magical Circus: Animal Crackers‎ (2017),5.6,托尼·班克罗夫特|斯科特·克里斯汀·萨瓦,艾米莉·布朗特|约翰·卡拉辛斯基|伊恩·麦克莱恩|西尔维斯特·史泰龙|丹尼·德维托|雷文-西蒙尼|帕特里克·沃伯顿|塔拉·斯特朗|吉尔伯特·戈特弗雷德|詹姆斯·阿诺德·泰勒|凯文·格雷维奥斯|哈维·费斯特恩|凯莉·库柯,喜剧|动画|奇幻|冒险,美国,94.0,https://movie.douban.com/subject/26253783/,2017
56,56,神秘巨星,2018-01-19,74707.0,30.5,17.0,8.835,神秘巨星 Secret Superstar‎ (2017),7.7,阿德瓦·香登,塞伊拉·沃西|梅·维贾|阿米尔·汗|拉杰·阿晶|提斯·沙马|卡比尔·谢赫|法如克·贾法尔|马努杰·沙玛|莫娜·安伯加卡尔|尼基塔·阿南德|尚|莫纳利·塔库尔,剧情|音乐,印度,150.0,https://movie.douban.com/subject/26942674/,2017
57,57,移动迷宫3：死亡解药,2018-01-26,31528.0,34.5,11.5,7.25,移动迷宫3：死亡解药 Maze Runner: The Death Cure‎ (2018),5.3,韦斯·鲍尔,迪伦·奥布莱恩|卡雅·斯考达里奥|李起弘|托马斯·布罗迪-桑斯特|罗莎·萨拉查|德克斯特·达登|艾丹·吉伦|威尔·保尔特|吉安卡罗·埃斯波西托|沃尔顿·戈金斯|派翠西娅·克拉克森|巴里·佩珀,动作|科幻|冒险,美国,142.0,https://movie.douban.com/subject/26004132/,2018
58,58,精灵旅社3：疯狂假期,2018-08-17,19543.0,34.0,14.0,7.16,精灵旅社3：疯狂假期 Hotel Transylvania 3: Summer Vacation‎ (2018),6.7,格恩迪·塔塔科夫斯基,亚当·桑德勒|凯瑟琳·哈恩|史蒂夫·布西密|赛琳娜·戈麦斯|阿什·布林克夫|梅尔·布鲁克斯|科甘-迈克尔·凯|安迪·萨姆伯格|法兰·德瑞雪|大卫·斯佩德|凯文·詹姆斯|莫莉·香侬|格恩迪·塔塔科夫斯基|乔·怀特|克莉丝汀·泰根|乔·乔纳斯|吉姆·加菲根,喜剧|动画|奇幻,美国,98.0,https://movie.douban.com/subject/26630714/,2018
59,59,红海行动,2018-02-16,359928.0,39.0,37.5,8.035,红海行动‎ (2018),8.3,林超贤,张译|黄景瑜|海清|杜江|蒋璐霞|尹昉|王强|郭家豪|王雨甜|麦亨利|张涵予|王彦霖,动作|战争,中国大陆,138.0,https://movie.douban.com/subject/26861685/,2018
60,60,胖子行动队,2018-09-30,22816.0,34.0,11.0,5.53,胖子行动队‎ (2018),3.9,包贝尔,文章|包贝尔|郭京飞|李成敏|辣目洋子|许君聪|曾一竣|张梦露|戚玉武|仓田保昭|木幡龙|宋佳|文隽,喜剧|动作,中国大陆,0.0,https://movie.douban.com/subject/27149818/,2018
61,61,蚁人2：黄蜂女现身,2018-08-24,82926.0,35.5,13.5,3.835,蚁人2：黄蜂女现身 Ant-Man and the Wasp‎ (2018),7.4,佩顿·里德,保罗·路德|伊万杰琳·莉莉|迈克尔·佩纳|汉娜·乔恩-卡门|沃尔顿·戈金斯|鲍比·坎纳瓦尔|朱迪·格雷尔|T.I.|大卫·达斯马齐连|艾比·莱德·弗特森|兰道尔·朴|米歇尔·菲佛|劳伦斯·菲什伯恩|迈克尔·道格拉斯|戈兰·卡斯蒂克|罗布·阿切尔|肖恩·克莱尔|本·戴维斯|迈克尔·瑟沃瑞斯|达克斯·格里芬|海莉·洛维特|玛德琳·麦格劳|蒂姆·海德克|布莱恩·赫斯基|朱莉娅·维拉|布莱恩·卢戈|托里·沃格尔|汤姆·夏普林|斯坦·李|约瑟夫·阿梅|安迪·阿尼斯|威廉·W·巴伯|玛塞拉·布拉吉奥|塞尔吉奥·布里奥内斯|乔·布卡罗三世|蒂莫西·卡尔|贾迈尔·钱伯斯|扎卡里·卡伯森|雅各布·埃文斯|米歇尔·方|盖尔·甘布尔|克里斯·加恩|约翰·盖蒂尔|杰克·汉森|卡茜·亨德利,动作|科幻|冒险,美国,119.0,https://movie.douban.com/subject/26636712/,2018
62,62,西游记女儿国,2018-02-16,70494.0,40.0,37.0,7.13,西游记女儿国‎ (2018),4.4,郑保瑞,郭富城|冯绍峰|赵丽颖|小沈阳|罗仲谦|林志玲|梁咏琪|刘涛|孙伊涵|苑琼丹|潘斌龙|陈雅丽|施诗,喜剧|爱情|奇幻,中国大陆,116.0,https://movie.douban.com/subject/25829175/,2018
63,63,西虹市首富,2018-07-27,251995.0,35.0,34.0,6.75,西虹市首富‎ (2018),6.6,闫非|彭大魔,沈腾|宋芸桦|张一鸣|张晨光|常远|魏翔|赵自强|九孔|李立群|王成思|徐冬冬|艾伦|杨皓宇|黄才伦|王力宏|包贝尔|郎咸平|张绍刚|杨文哲|陶亮|王赞|黄杨|刘鉴|杨沅翰|林炳宝|骆佳|陈昊明|臧一人,喜剧,中国大陆,118.0,https://movie.douban.com/subject/27605698/,2018
64,64,起跑线,2018-04-04,20872.0,31.0,10.0,7.83,起跑线 Hindi Medium‎ (2017),7.9,萨基特·乔杜里,伊尔凡·可汗|萨巴·卡玛尔|内哈·迪胡皮阿|迪帕克·迪布里亚尔|蒂希塔·塞加尔|阿莫瑞塔·金格|蒂洛塔玛·索姆|桑贾娜·桑吉|拉什·沙玛|桑贾伊·萨里|玛丽卡·杜阿|基兰·寇杰|丹尼·苏拉|斯沃蒂·达斯|苏米特·古拉蒂,剧情|喜剧,印度,131.0,https://movie.douban.com/subject/26942631/,2017
65,65,超人总动员2,2018-06-22,35314.0,34.5,12.0,8.01,超人总动员2 Incredibles 2‎ (2018),8.0,布拉德·伯德,格雷格·T·尼尔森|霍利·亨特|莎拉·沃威尔|赫克·米尔纳|伊莱·富西尔|凯瑟琳·基纳|塞缪尔·杰克逊|伊莎贝拉·罗西里尼|鲍勃·奥登科克|布拉德·伯德|索菲亚·布什|乔纳森·班克斯|约翰·拉岑贝格|金伯利·阿代尔·克拉克|托亚·特纳,喜剧|动作|动画|冒险,美国,126.0,https://movie.douban.com/subject/25849049/,2018
66,66,超时空同居,2018-05-18,89855.0,33.0,12.0,6.89,超时空同居‎ (2018),6.9,苏伦,雷佳音|佟丽娅|张衣|于和伟|王正佳|陶虹|李念|李光洁|杨玏|范明|徐峥|杨迪|方龄|陈昊,喜剧|爱情|奇幻,中国大陆,101.0,https://movie.douban.com/subject/27133303/,2018
67,67,邪不压正,2018-07-13,58018.0,36.0,16.0,7.36,邪不压正‎ (2018),7.2,姜文,彭于晏|廖凡|姜文|周韵|许晴|泽田谦也|安地|史航|李梦|丁嘉丽|陈曦,剧情|喜剧|动作,中国大陆,137.0,https://movie.douban.com/subject/26366496/,2018
68,68,铁血战士,2018-10-26,17204.0,35.0,8.0,5.79,铁血战士 The Predator‎ (2018),5.1,沙恩·布莱克,波伊德·霍布鲁克|崔凡特·罗兹|雅各布·特伦布莱|科甘-迈克尔·凯|奥立薇娅·玛恩|斯特林·K·布朗|托马斯·简|阿尔菲·艾伦|奥古斯托·阿奎莱拉|杰克·布塞|伊冯娜·斯特拉霍夫斯基|布赖恩·A·普林斯|麦克·多普德|尼尔迈特|加里·切克|艾米·阿内克|弗雷泽·艾奇逊|简·波斯|洛奇林·莫罗|叶芳华|里斯·威廉姆斯|萨奇·布洛克勒班克|肖恩·O.罗伯茨|柯林·科里根|帕特里克·萨邦圭|弗雷泽·科比特|阿隆·克拉文|安德鲁·詹金斯,动作|科幻|惊悚|冒险,美国,106.0,https://movie.douban.com/subject/25917789/,2018
69,69,镰仓物语,2018-09-14,4509.0,32.0,6.0,0.0,镰仓物语 DESTINY 鎌倉ものがたり‎ (2017),6.9,山崎贵,堺雅人|高畑充希|堤真一|安藤樱|田中泯|中村玉绪|市川实日子|室毅|要润|大仓孝二|神户浩|国村隼|古田新太|鹤田真由|药师丸博子|吉行和子|桥爪功|三浦友和,剧情|奇幻,日本,119.0,https://movie.douban.com/subject/26916229/,2017
70,70,阿凡提之奇缘历险,2018-10-01,7601.0,35.0,12.0,6.06,阿凡提之奇缘历险‎ (2018),5.1,刘炜,胡谦|李晔|蒋可|李扬|游军|王衡|王燕华|周南飞|瞿巍|严丽桢|黄晨,喜剧|动画,中国大陆,85.0,https://movie.douban.com/subject/30208004/,2018
71,71,阿尔法：狼伴归途,2018-09-07,11298.0,34.0,7.0,0.0,阿尔法：狼伴归途 Alpha‎ (2018),6.5,艾尔伯特·休斯,柯蒂·斯密特-麦菲|恰克|约翰内斯·豪克尔·约翰内森|娜塔莎·迈尔兹|蕾奥娜·维埃拉|延斯·赫尔腾|梅赛德斯·德拉泽尔达|普里亚·拉贾拉特南|斯潘塞·博加特|帕特里克·弗拉纳根|迈克尔·克鲁斯-代赫勒|马辛·科瓦奇克,剧情|冒险,美国,96.0,https://movie.douban.com/subject/26810318/,2018
72,72,黄金兄弟,2018-09-21,23242.0,35.0,14.0,0.0,黄金兄弟‎ (2018),5.1,钱嘉乐,郑伊健|陈小春|谢天华|钱嘉乐|林晓峰|曾志伟|佘诗曼|张雅玫,动作|犯罪,中国大陆,99.0,https://movie.douban.com/subject/27069427/,2018
73,73,黑豹,2018-03-09,66086.0,36.0,17.0,6.98,黑豹 Black Panther‎ (2018),6.4,瑞恩·库格勒,查德维克·博斯曼|露皮塔·尼永奥|迈克尔·B·乔丹|丹娜·奎里拉|马丁·弗瑞曼|丹尼尔·卡卢亚|利蒂希娅·赖特|温斯顿·杜克|斯特林·K·布朗|安吉拉·贝塞特|福里斯特·惠特克|安迪·瑟金斯|弗洛伦丝·卡松巴|约翰·卡尼|大卫·S.李|娜比娅·毕,动作|科幻|冒险,美国,135.0,https://movie.douban.com/subject/6390825/,2018
